run_id,frame_id,timestamp,joint,x_norm,y_norm,z_norm,x_px,y_px,confidence
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,nose,0.5627492,0.52944255,-0.37330437,607.7691435813904,1016.5296936035156,0.99998474
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_shoulder,0.4719948,0.549463,0.006330456,509.7543704509735,1054.9689102172852,0.99996734
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_shoulder,0.3062441,0.48956802,-0.44555905,330.74363350868225,939.9706077575684,0.99998987
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_elbow,0.3607944,0.63256973,0.15099753,389.65794682502747,1214.5338821411133,0.51300603
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_elbow,0.056821555,0.50517035,-0.54800075,61.367279291152954,969.9270629882812,0.99027985
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_wrist,0.31466547,0.67583776,-0.052515686,339.8387038707733,1297.6084899902344,0.46456838
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_wrist,0.11905413,0.61872697,-0.5336328,128.57846170663834,1187.9557800292969,0.9307483
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_hip,0.16740106,0.65776384,0.15672351,180.79314529895782,1262.9065704345703,0.99821645
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_hip,0.07079521,0.6412808,-0.15679002,76.45882487297058,1231.2590789794922,0.9987919
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_knee,0.4591546,0.72785413,0.039063588,495.8869743347168,1397.4799346923828,0.5765064
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_knee,0.25906682,0.7224146,-0.13945723,279.7921657562256,1387.0360565185547,0.79836243
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_ankle,0.5949551,0.83754814,-0.06641164,642.5514936447144,1608.0924224853516,0.44917902
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_ankle,0.2727039,0.80501723,0.15040112,294.52019691467285,1545.6330871582031,0.3850903
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_heel,0.60767984,0.87249917,-0.08314255,656.2942314147949,1675.1984024047852,0.4317193
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_heel,0.25427905,0.8120027,0.18029656,274.6213710308075,1559.0452194213867,0.3181818
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,left_foot_index,0.72191197,0.82638514,-0.17094103,779.6649241447449,1586.6594696044922,0.45782828
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,0,0.0,right_foot_index,0.3487871,0.8404418,0.109633654,376.6900670528412,1613.6483001708984,0.33532456
7e7e19bc-ca7b-4e55-9859-9ed4d5e74e6c,1,0.03333333333333333,nose,0.55989975,0.5245472,-0.47282764,604.6917271614075,1007.1306610107422,0.9999835
