frame_id,timestamp,elbow_angle,knee_angle,wrist_angle,confidence_elbow,confidence_knee,confidence_wrist
0,0.0,60.94177915925094,119.51807378642981,142.91523034919572,0.9307483,0.3850903,0.9307483
1,0.0333333333333333,67.32898867071297,97.04509856497337,129.74632357826394,0.931975,0.41498056,0.931975
2,0.0666666666666666,74.30871864703884,54.41171723732044,124.59575355687575,0.9373586,0.4459577,0.9373586
3,0.1,63.49974749406465,66.63096474843782,127.05151178147639,0.93860507,0.44704965,0.93860507
4,0.1333333333333333,67.22294337400719,56.03166803656323,118.3720316882519,0.9412251,0.45055947,0.9412251
5,0.1666666666666666,70.76399713646043,62.385462216053156,114.76464227005216,0.9093923,0.4084802,0.9093923
6,0.2,79.33023284246813,70.83856376693488,120.83941476147103,0.90123916,0.43076804,0.90123916
7,0.2333333333333333,93.97422739010909,78.26356656744098,133.54340020656798,0.89543176,0.42936242,0.89543176
8,0.2666666666666666,110.47153128331463,78.40531647906352,136.19424259845908,0.8985907,0.4735359,0.8985907
9,0.3,107.64876664957409,95.98867853341065,127.42618634127453,0.9028716,0.5232955,0.9028716
10,0.3333333333333333,112.4218720818437,116.70564033518556,111.45862453006994,0.90226716,0.5671831,0.90226716
11,0.3666666666666666,129.7363252438787,126.92029562067565,97.51336579846883,0.90549177,0.6065082,0.90549177
12,0.4,133.0922467802408,128.05113902695766,88.3180748270973,0.90831184,0.6438522,0.90831184
13,0.4333333333333333,124.9570782428366,141.34605377742977,82.66256913779934,0.9124235,0.67824423,0.9124235
14,0.4666666666666667,130.76408700562123,151.34575445168477,83.66859701719784,0.91056895,0.70774287,0.91056895
15,0.5,141.0992477108974,149.04344012340306,86.12046111585619,0.8993123,0.73046374,0.8993123
16,0.5333333333333333,140.8612401608878,130.65518444308734,88.25691889892659,0.8763776,0.7472215,0.8763776
17,0.5666666666666667,134.2335930026802,110.96123780481493,89.87568636465743,0.85999465,0.7684726,0.85999465
18,0.6,130.46565824149994,87.16126211027469,91.66676120387459,0.85845155,0.790355,0.85845155
19,0.6333333333333333,119.03752279019707,84.59125464102353,93.34423929659205,0.8608159,0.8078872,0.8608159
20,0.6666666666666666,89.81242322995215,102.86473677633393,96.49250969607176,0.8604215,0.8229951,0.8604215
21,0.7,53.575463509506704,106.05838453579229,104.95190207444655,0.86302805,0.83469546,0.86302805
22,0.7333333333333333,62.509560182688524,102.75846683309268,113.42609719377666,0.8703251,0.84929544,0.8703251
23,0.7666666666666667,65.64750775268338,108.13707700631744,115.9534176228985,0.87862414,0.86349636,0.87862414
24,0.8,60.067497214996315,114.39250395853193,117.06073679116575,0.8857174,0.8760494,0.8857174
25,0.8333333333333334,65.29108744766118,116.07277439693657,119.2665213179584,0.8925908,0.8871019,0.8925908
26,0.8666666666666667,90.71860104370599,113.92612371540292,119.32714817711962,0.8978478,0.8967741,0.8978478
27,0.9,99.45289681438868,110.60515983602687,119.64610877357018,0.9030287,0.9055287,0.9030287
28,0.9333333333333332,92.3583347645727,108.15028347156012,123.39672893559171,0.9085002,0.91371155,0.9085002
29,0.9666666666666668,57.113925186563186,110.77164689521203,120.25041101490736,0.91349655,0.9205019,0.91349655
30,1.0,53.563143671517146,113.50916229879623,113.841653724514,0.9181382,0.92593133,0.9181382
31,1.0333333333333334,54.639326315657456,108.77669249783726,108.8066912745369,0.9220908,0.93063575,0.9220908
32,1.0666666666666669,56.70958703683033,109.254826048377,106.79999981909569,0.92416537,0.9356733,0.92416537
33,1.1,60.05248173520813,114.95007340975624,104.27495809708597,0.9252549,0.93908435,0.9252549
34,1.1333333333333333,66.55623191462473,120.85395021459188,102.27676817277766,0.92530453,0.94088066,0.92530453
35,1.1666666666666667,74.50601603922672,120.18731505170096,100.95748624358505,0.9245394,0.9419706,0.9245394
36,1.2,84.57365087094858,124.70262742953366,99.6879164221918,0.9240138,0.9425809,0.9240138
37,1.2333333333333334,92.85475277568133,130.09712304504848,98.77367656636427,0.92302966,0.9436585,0.92302966
38,1.2666666666666666,97.3553850545492,131.49850309669992,98.04614478298814,0.92180115,0.9430921,0.92180115
39,1.3,96.15031467309664,130.427876744504,98.04572008618962,0.92292404,0.94521695,0.92292404
40,1.3333333333333333,94.66909606125293,127.88830664868286,98.26398983455763,0.9244897,0.9474187,0.9244897
