Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776869651,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776869652,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776869653,20,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,20,841.2143000168726,19.77210002951324,1662.656500004232,220.0
1776869654,30,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,20,841.2143000168726,19.77210002951324,1662.656500004232,220.0
1776869655,40,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,20,841.2143000168726,19.77210002951324,1662.656500004232,220.0
1776869656,50,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,20,841.2143000168726,19.77210002951324,1662.656500004232,220.0
1776869658,60,,Aggregated,0.500000,0.000000,1700,1700,3200,3200,3200,3200,3200,3200,3200,3200,3200,3,0,1700.0,1612.840966670774,19.77210002951324,3156.0942999785766,272.3333333333333
1776869659,80,,Aggregated,0.400000,0.000000,1700,1700,3200,3200,3200,3200,3200,3200,3200,3200,3200,4,0,35,1218.2763000018895,19.77210002951324,3156.0942999785766,298.5
1776869660,90,,Aggregated,0.333333,0.000000,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,3200,5,0,110.0,997.3321999888867,19.77210002951324,3156.0942999785766,314.2
1776869661,100,,Aggregated,0.428571,0.000000,110,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,6,0,69,842.624649987556,19.77210002951324,3156.0942999785766,324.6666666666667
1776869662,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869663,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869664,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869665,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869666,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869667,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869668,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869669,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869670,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869671,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869672,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869673,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869674,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869675,100,,Aggregated,0.500000,0.000000,69,110,1700,1700,3200,3200,3200,3200,3200,3200,3200,7,0,69,724.6428571275568,16.752099967561662,3156.0942999785766,332.14285714285717
1776869676,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869678,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869679,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869680,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869681,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869682,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869683,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869684,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869685,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869686,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869687,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869688,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869689,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869690,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869691,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869692,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869693,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869694,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869695,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869696,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869697,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869698,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869699,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869700,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869701,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869702,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
1776869703,100,,Aggregated,0.000000,0.000000,18000,19000,20000,23000,24000,24000,24000,24000,24000,24000,24000,45,38,18000.0,16189.469668900387,16.752099967561662,23903.724100091495,51.666666666666664
