Count,Message,Traceback,Nodes
2,Expecting value: line 1 column 1 (char 0),"  File ""C:\Users\Badr\AppData\Roaming\Python\Python312\site-packages\locust\user\task.py"", line 340, in run
    self.execute_next_task()
  File ""C:\Users\Badr\AppData\Roaming\Python\Python312\site-packages\locust\user\task.py"", line 373, in execute_next_task
    self.execute_task(self._task_queue.popleft())
  File ""C:\Users\Badr\AppData\Roaming\Python\Python312\site-packages\locust\user\task.py"", line 490, in execute_task
    task(self.user)
  File ""D:\Users\Badr\Grad\SHOOTRZ\backend\tests\load\locustfile.py"", line 90, in submit_and_wait
    status = poll.json().get(""status"")
             ^^^^^^^^^^^
  File ""C:\Users\Badr\AppData\Roaming\Python\Python312\site-packages\requests\models.py"", line 982, in json
    raise RequestsJSONDecodeError(e.msg, e.doc, e.pos)
",local
