processed_idx,original_idx,timestamp
0,0,0.0
1,1,0.017798573975044564
2,2,0.03559714795008913
3,3,0.05339572192513369
4,4,0.07119429590017826
5,5,0.08899286987522281
6,6,0.10679144385026738
7,7,0.12459001782531194
8,8,0.1423885918003565
9,9,0.16018716577540107
10,10,0.17798573975044563
11,11,0.19578431372549018
12,12,0.21358288770053477
13,13,0.23138146167557933
14,14,0.24918003565062388
15,15,0.26697860962566844
16,16,0.284777183600713
17,17,0.30257575757575755
18,18,0.32037433155080214
19,19,0.3381729055258467
20,20,0.35597147950089125
21,21,0.37377005347593584
22,22,0.39156862745098037
23,23,0.40936720142602495
24,24,0.42716577540106954
25,25,0.44496434937611407
26,26,0.46276292335115865
27,27,0.4805614973262032
28,28,0.49836007130124776
29,29,0.5161586452762923
30,30,0.5339572192513369
31,31,0.5517557932263815
32,32,0.569554367201426
33,33,0.5873529411764706
34,34,0.6051515151515151
35,35,0.6229500891265597
36,36,0.6407486631016043
37,37,0.6585472370766489
38,38,0.6763458110516934
39,39,0.6941443850267379
40,40,0.7119429590017825
41,41,0.7297415329768271
42,42,0.7475401069518717
43,43,0.7653386809269163
44,44,0.7831372549019607
45,45,0.8009358288770053
46,46,0.8187344028520499
47,47,0.8365329768270945
48,48,0.8543315508021391
49,49,0.8721301247771835
50,50,0.8899286987522281
51,51,0.9077272727272727
52,52,0.9255258467023173
53,53,0.9433244206773619
54,54,0.9611229946524064
55,55,0.9789215686274509
56,56,0.9967201426024955
57,57,1.01451871657754
58,58,1.0323172905525846
59,59,1.0501158645276292
60,60,1.0679144385026738
61,61,1.0857130124777183
62,62,1.103511586452763
63,63,1.1213101604278075
64,64,1.139108734402852
65,65,1.1569073083778967
66,66,1.1747058823529413
67,67,1.1925044563279856
68,68,1.2103030303030302
69,69,1.2281016042780748
70,70,1.2459001782531194
71,71,1.263698752228164
72,72,1.2814973262032086
73,73,1.2992959001782531
74,74,1.3170944741532977
75,75,1.3348930481283423
76,76,1.352691622103387
77,77,1.3704901960784313
78,78,1.3882887700534758
79,79,1.4060873440285204
80,80,1.423885918003565
81,81,1.4416844919786096
82,82,1.4594830659536542
83,83,1.4772816399286988
84,84,1.4950802139037433
85,85,1.512878787878788
86,86,1.5306773618538325
87,87,1.5484759358288769
88,88,1.5662745098039215
89,89,1.584073083778966
90,90,1.6018716577540106
91,91,1.6196702317290552
92,92,1.6374688057040998
93,93,1.6552673796791444
94,94,1.673065953654189
95,95,1.6908645276292336
96,96,1.7086631016042781
97,97,1.7264616755793225
98,98,1.744260249554367
99,99,1.7620588235294117
100,100,1.7798573975044563
101,101,1.7976559714795008
102,102,1.8154545454545454
103,103,1.83325311942959
104,104,1.8510516934046346
105,105,1.8688502673796792
106,106,1.8866488413547238
107,107,1.9044474153297681
108,108,1.9222459893048127
109,109,1.9400445632798573
110,110,1.9578431372549019
111,111,1.9756417112299465
112,112,1.993440285204991
113,113,2.0112388591800356
114,114,2.02903743315508
115,115,2.046836007130125
116,116,2.064634581105169
117,117,2.082433155080214
118,118,2.1002317290552583
119,119,2.118030303030303
120,120,2.1358288770053475
121,121,2.1536274509803923
122,122,2.1714260249554367
123,123,2.189224598930481
124,124,2.207023172905526
125,125,2.22482174688057
126,126,2.242620320855615
127,127,2.2604188948306594
128,128,2.278217468805704
129,129,2.2960160427807486
130,130,2.3138146167557934
131,131,2.3316131907308377
132,132,2.3494117647058825
133,133,2.367210338680927
134,134,2.3850089126559713
135,135,2.402807486631016
136,136,2.4206060606060604
137,137,2.4384046345811052
138,138,2.4562032085561496
139,139,2.4740017825311944
140,140,2.4918003565062388
141,141,2.5095989304812836
142,142,2.527397504456328
143,143,2.5451960784313723
144,144,2.562994652406417
145,145,2.5807932263814615
146,146,2.5985918003565063
147,147,2.6163903743315506
148,148,2.6341889483065954
149,149,2.65198752228164
150,150,2.6697860962566846
151,151,2.687584670231729
152,152,2.705383244206774
153,153,2.723181818181818
154,154,2.7409803921568625
155,155,2.7587789661319073
156,156,2.7765775401069517
157,157,2.7943761140819965
158,158,2.812174688057041
159,159,2.8299732620320857
160,160,2.84777183600713
161,161,2.865570409982175
162,162,2.883368983957219
163,163,2.9011675579322636
164,164,2.9189661319073084
165,165,2.9367647058823527
166,166,2.9545632798573975
167,167,2.972361853832442
168,168,2.9901604278074867
169,169,3.007959001782531
170,170,3.025757575757576
171,171,3.0435561497326202
172,172,3.061354723707665
173,173,3.0791532976827094
174,174,3.0969518716577538
175,175,3.1147504456327986
176,176,3.132549019607843
177,177,3.1503475935828877
178,178,3.168146167557932
179,179,3.185944741532977
180,180,3.2037433155080213
181,181,3.221541889483066
182,182,3.2393404634581104
183,183,3.2571390374331552
184,184,3.2749376114081996
185,185,3.292736185383244
186,186,3.310534759358289
