run_id,frame_id,timestamp,joint,x_norm,y_norm,z_norm,x_px,y_px,confidence
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,nose,0.5627492,0.52944255,-0.37330437,607.76917,1016.52966,0.99998474
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_shoulder,0.4719948,0.549463,0.006330456,509.75436,1054.9689,0.99996734
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_shoulder,0.3062441,0.48956802,-0.44555905,330.74362,939.9706,0.99998987
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_elbow,0.3607944,0.63256973,0.15099753,389.65796,1214.5339,0.51300603
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_elbow,0.056821555,0.50517035,-0.54800075,61.36728,969.92706,0.99027985
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_wrist,0.31466547,0.67583776,-0.052515686,339.8387,1297.6085,0.46456838
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_wrist,0.11905413,0.61872697,-0.5336328,128.57846,1187.9558,0.9307483
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_hip,0.16740106,0.65776384,0.15672351,180.79315,1262.9066,0.99821645
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_hip,0.07079521,0.6412808,-0.15679002,76.458824,1231.259,0.9987919
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_knee,0.4591546,0.72785413,0.039063588,495.88696,1397.48,0.5765064
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_knee,0.25906682,0.7224146,-0.13945723,279.79218,1387.036,0.79836243
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_ankle,0.5949551,0.83754814,-0.06641164,642.5515,1608.0924,0.44917902
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_ankle,0.2727039,0.80501723,0.15040112,294.5202,1545.633,0.3850903
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_heel,0.60767984,0.87249917,-0.08314255,656.29425,1675.1984,0.4317193
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_heel,0.25427905,0.8120027,0.18029656,274.62137,1559.0452,0.3181818
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,left_foot_index,0.72191197,0.82638514,-0.17094103,779.6649,1586.6594,0.45782828
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,0,0.0,right_foot_index,0.3487871,0.8404418,0.109633654,376.69006,1613.6483,0.33532456
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,nose,0.55989975,0.5245472,-0.47282764,604.6917,1007.1307,0.9999835
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,left_shoulder,0.4716147,0.5464792,-0.106475934,509.34387,1049.2401,0.9999595
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,right_shoulder,0.29674077,0.489682,-0.5087882,320.48004,940.1894,0.99998665
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,left_elbow,0.3804437,0.62312156,0.14964873,410.87918,1196.3934,0.50528646
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,right_elbow,0.054212686,0.50999814,-0.49517363,58.5497,979.1964,0.99066514
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,left_wrist,0.3202952,0.6747376,0.12324256,345.91882,1295.4961,0.454026
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,right_wrist,0.11913917,0.6184016,-0.3298226,128.6703,1187.331,0.931975
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,left_hip,0.20164113,0.631795,0.15509921,217.77242,1213.0464,0.99756277
bb5708d6-f00b-4e1c-8394-8a2d82acf0ad,1,0.03333333333333333,right_hip,0.075995244,0.63831806,-0.15496656,82.07487,1225.5707,0.9984664
