run_id,frame_id,timestamp,joint,x_norm,y_norm,z_norm,x_px,y_px,confidence
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,nose,0.49237555,0.5425728,-0.93763554,531.7655968666077,1041.7397689819336,0.9999821
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_shoulder,0.6034526,0.5783952,-0.45142505,651.7288327217102,1110.5187606811523,0.99998415
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_shoulder,0.41770333,0.592217,-0.41880807,451.1195969581604,1137.0566940307617,0.9999831
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_elbow,0.63067555,0.6601924,-0.70543426,681.1295986175537,1267.569351196289,0.995977
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_elbow,0.3735444,0.6775928,-0.6144806,403.4279465675354,1300.9782028198242,0.9954051
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_wrist,0.53641653,0.6287862,-1.1763695,579.3298530578613,1207.269515991211,0.993526
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_wrist,0.42599556,0.6400343,-1.0917491,460.0752031803131,1228.8658905029297,0.9865413
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_hip,0.5709471,0.70653236,0.041425247,616.6228795051575,1356.5421295166016,0.99988604
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_hip,0.46199393,0.70861614,-0.041465763,498.95344734191895,1360.542984008789,0.99986434
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_knee,0.60646635,0.81174123,-0.18297565,654.9836611747742,1558.5431671142578,0.9547866
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_knee,0.49694383,0.8108149,-0.327424,536.6993379592896,1556.7646408081055,0.98443764
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_ankle,0.5225342,0.8913924,0.41144958,564.3369269371033,1711.4734268188477,0.9223059
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_ankle,0.45039216,0.9016254,0.113651276,486.4235293865204,1731.1207580566406,0.9786041
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_heel,0.49364334,0.9009727,0.45703566,533.13481092453,1729.8676300048828,0.7735775
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_heel,0.4278789,0.91464275,0.1439011,462.10919737815857,1756.1140823364258,0.78893304
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,left_foot_index,0.5617825,0.9303512,0.21826231,606.7250776290894,1786.274299621582,0.9255584
207097ab-74b4-4d93-b84a-2a4660bc043d,0,0.0,right_foot_index,0.49695376,0.947582,-0.14973937,536.7100560665131,1819.3574523925781,0.974502
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,nose,0.49185207,0.5426358,-0.9064388,531.2002408504486,1041.8607330322266,0.99997914
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_shoulder,0.60234386,0.5783867,-0.4246055,650.5313658714294,1110.5025100708008,0.999982
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_shoulder,0.41733044,0.5923514,-0.4106894,450.71687936782837,1137.3146438598633,0.9999801
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_elbow,0.6298274,0.6610086,-0.64934886,680.2135705947876,1269.1365051269531,0.9957694
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_elbow,0.37374467,0.6780083,-0.60574776,403.64423990249634,1301.7759704589844,0.9952758
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_wrist,0.5362818,0.6287873,-1.0981092,579.1843700408936,1207.2715759277344,0.9934833
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_wrist,0.42607477,0.6400053,-1.0568709,460.1607549190521,1228.810157775879,0.986497
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_hip,0.568269,0.7064672,0.049169578,613.7305355072021,1356.4170455932617,0.9998686
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_hip,0.460741,0.708613,-0.049213752,497.60029435157776,1360.5369186401367,0.9998341
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_knee,0.6064348,0.81070435,-0.208963,654.9496078491211,1556.5523529052734,0.9524642
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_knee,0.4978276,0.81081456,-0.3146659,537.653796672821,1556.7639541625977,0.98342687
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_ankle,0.5204011,0.8910107,0.24079238,562.0332098007202,1710.7405471801758,0.9212469
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_ankle,0.45048735,0.90155196,0.041723166,486.5263330936432,1730.9797668457031,0.9773299
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_heel,0.49020967,0.90096366,0.27349904,529.4264423847198,1729.8502349853516,0.7793176
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_heel,0.42999434,0.9147781,0.063507184,464.393892288208,1756.3739776611328,0.7866812
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,left_foot_index,0.56065756,0.93033284,0.04724195,605.5101656913757,1786.2390518188477,0.9256844
207097ab-74b4-4d93-b84a-2a4660bc043d,1,0.017798573975044564,right_foot_index,0.49684682,0.94671947,-0.21423274,536.5945708751678,1817.7013778686523,0.9729221
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,nose,0.49124748,0.54270065,-0.8915511,530.5472731590271,1041.9852447509766,0.99997526
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_shoulder,0.601734,0.578374,-0.41604125,649.8727011680603,1110.4781341552734,0.9999783
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_shoulder,0.4169925,0.59242815,-0.40004113,450.3518843650818,1137.462043762207,0.99997675
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_elbow,0.6284827,0.66154563,-0.63614625,678.7613153457642,1270.1676177978516,0.9953993
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_elbow,0.37395567,0.6781612,-0.5910593,403.8721203804016,1302.0695114135742,0.99509674
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_wrist,0.5352975,0.6288477,-1.0796245,578.1213140487671,1207.3876190185547,0.99317765
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_wrist,0.426032,0.6400034,-1.0340744,460.1145672798157,1228.806495666504,0.9862611
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_hip,0.5675484,0.70644325,0.050323956,612.9522657394409,1356.3710403442383,0.99984664
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_hip,0.46020994,0.7085954,-0.05036678,497.02673077583313,1360.503158569336,0.9998044
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_knee,0.60637707,0.810386,-0.21454549,654.8872303962708,1555.9411239624023,0.9513357
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_knee,0.4979602,0.81075686,-0.30357885,537.7970266342163,1556.653175354004,0.98274195
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_ankle,0.5193264,0.8903925,0.24485117,560.8724999427795,1709.553565979004,0.91982037
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_ankle,0.45049083,0.90160674,0.033279605,486.5300989151001,1731.0849380493164,0.9763681
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,left_heel,0.48941413,0.9003968,0.27922454,528.5672557353973,1728.7619018554688,0.78311086
207097ab-74b4-4d93-b84a-2a4660bc043d,2,0.03559714795008913,right_heel,0.4309106,0.915445,0.054069623,465.3834342956543,1757.6544570922852,0.78442746
